patient	MB-0395	MB-4716	MB-5408	MB-3371	MB-2953	MB-2513	MB-3706	MB-2616	MB-3363	MB-7250	MB-4836	MB-2643	MB-6346
category	diespre60	aliveafter72	aliveafter72	aliveafter72	diespre60	diespre60	diespre60	aliveafter72	diespre60	diespre60	diespre60	diespre60	aliveafter72
AV707313	5.328885878	5.934455291	5.541238405	5.519269262	5.519123216	5.588903362	5.529584474	5.49745871	5.590819537	5.498398568	5.533310774	5.435186865	5.464038428
CHCHD5	8.873737679	9.610115067	8.428996874	9.438528254	8.761844789	8.743735792	7.479823609	8.754582706	8.218158095	8.915721411	7.488670117	8.281161628	8.279391323
MOCS3	5.414556794	5.358937798	5.5636672	5.699089333	5.608163923	5.62625628	5.765650461	5.468685978	5.54395928	5.830471033	5.519926768	5.681933025	5.570183631
FDPS	7.968124482	7.279304837	6.797805534	8.036632307	7.81424201	7.367297862	8.19161951	7.154560534	8.259368522	7.492901664	8.049815655	7.526294323	8.305340447
FAM98C	6.505589357	7.332189115	6.595006776	6.935499922	6.474983713	6.630019188	6.600876984	6.571947669	6.121605285	6.689472721	7.008377362	6.293580166	7.07555742
OXA1L	9.361560505	8.640300866	8.748382849	9.059107035	8.747893427	8.476031575	8.533011136	9.237996959	8.548651353	9.836234979	8.585049542	9.140438578	8.293643026
EFEMP1	8.121547926	9.403002915	8.518609354	7.5785513	9.271668581	9.529538649	7.874847372	10.43473029	7.087427753	8.15897502	7.042845047	10.30765174	6.302536706
PTHLH	8.791942149	6.759606613	6.460822645	5.808693981	6.195938128	6.594003542	5.552722932	7.279897633	5.760060718	5.972394317	5.641894459	7.411711284	5.471322415
TYK2	10.08802403	10.01546438	9.829240767	9.432740714	9.808673247	9.236577318	8.275554885	8.840088434	9.425151505	9.429967086	10.1376079	10.07487392	9.689527264
HAGHL	5.662629252	7.197244723	6.296591996	7.467066994	6.954458601	6.390967882	6.127671841	5.916849923	5.472383511	6.373393153	6.629265743	6.256026818	7.333872627
SLC25A1	7.872622805	8.356385508	7.946639993	7.713650708	7.372991954	8.519860459	8.371841229	7.375250926	8.78972594	8.821396355	8.286710104	8.322632828	7.629317916
QDPR	9.357020448	8.991935392	9.007847471	12.71870198	9.463180949	8.7346402	9.103155729	9.383960038	9.294172618	9.324336254	7.721700174	8.635424795	10.2985636
RPL23AP53	10.88697872	11.2420919	11.79478326	12.66102931	12.34378328	11.70433043	10.96856239	13.03684427	11.83020689	10.28880299	9.321961293	11.85809264	9.837238792
ABHD2	5.931773257	5.896922154	6.086703497	5.748572107	6.104260368	5.478829679	6.724378686	5.69585403	5.800015423	6.372448989	7.540871282	6.699215571	6.804473485
TCF7L2	6.205491962	6.426450715	6.344519473	6.045793315	6.400470007	6.22685699	7.173135259	6.281958952	5.965296736	5.792729162	7.269551696	6.162359761	6.105563475
AY358241	6.333637902	6.819892602	6.582689317	6.014727842	6.175964267	6.175603713	5.903923637	6.341693275	6.328994753	6.913708388	7.050939067	6.112901392	6.619888421
PHTF1	6.068523259	6.776975115	6.67964991	7.182061746	6.87885749	6.796404525	6.795212438	6.823227859	7.962958391	6.73985094	7.19613905	7.2961333	7.264811842
EMR4P	5.292447484	5.40531328	5.411470195	5.338948367	5.123308838	5.446139887	5.028764276	5.192045957	5.428309484	5.371311767	5.437403134	6.932994446	5.491586197
FOXL1	4.952156325	5.36358239	5.18674962	5.583643743	5.315474677	5.266343583	5.485211392	5.308111283	5.346052479	5.248099858	5.291279781	5.403194724	5.39851226
PDE2A	5.509945636	5.844209693	5.477531424	5.452763362	5.534052874	5.440874679	5.464528378	5.471453125	5.483132753	5.628029228	6.778477671	6.416922939	5.496649494
TRIM62	6.043256381	5.74952358	6.038039208	5.836463101	5.935609935	5.79197952	6.078410455	5.692878423	5.942710929	6.027495279	5.968361355	6.16572103	5.914932314
EPHX1	8.458646928	7.51980851	7.236345728	7.445610494	7.421627501	7.284535962	7.619432935	7.527105531	9.638028726	8.282714809	8.617552927	7.897090044	9.594607296
ACR	5.666243845	5.501537114	5.733943927	5.558106841	5.662659285	5.780327658	5.648678667	5.810546188	5.561259571	5.429912929	5.319317698	5.734883553	5.626141627
OR2AK2	5.941826486	5.49582489	5.472442677	5.610947339	5.564467371	5.564615512	5.429550422	5.600729053	5.71459619	5.255770197	5.679214628	5.719805876	5.478180518
BM674483	5.426037306	5.356457499	5.280758704	5.501140414	5.401897055	5.203022779	5.41581461	5.249972764	5.439498103	5.564525103	5.266578019	5.253854297	5.160197126
MFSD5	9.116748302	8.848543078	8.589576482	8.78124496	8.52850008	8.396430456	8.705465595	8.838723938	8.313235487	9.139474482	8.276274315	8.533859725	9.109766559
ATP2B4	8.233602749	8.745174832	8.861771344	9.293301148	8.232015629	8.185893151	8.695284037	7.659091338	9.544203668	8.893364107	8.716918383	8.855288174	8.772008018
BC047556	4.994206652	5.144504315	5.120950177	5.440702322	5.366107371	5.302912519	5.505530339	5.471704112	5.544683725	5.337451137	5.311383605	5.501712888	5.417903433
BG221792	5.510638281	5.476273465	5.569416019	5.22485856	5.277075134	5.167502995	5.289237703	5.502798304	5.279784722	5.279737902	5.303999591	5.240788852	5.587440028
RPL39L	9.424083797	7.983490863	7.357762181	9.00835366	10.71379664	8.62814514	9.760488332	9.005959109	7.945504489	7.110211896	6.133249037	7.712906097	7.988839585
ANKRD10	6.79432051	8.490129055	8.581829247	8.21336599	8.212956922	7.812630606	7.167630394	7.847756317	9.063482434	7.790608243	8.304967751	8.522619828	7.496170777
SCN11A	5.329720128	5.233390043	5.210041783	5.178356427	5.215642982	5.518527102	5.410831789	5.401648046	5.298804473	5.297711889	5.121868217	5.520798335	5.322134768
ARHGEF10	7.067711432	8.875853275	7.664324569	8.535766473	8.347044629	7.7255438	7.823746697	7.904754972	8.500332161	7.985854693	8.615090595	8.134510881	9.176659745
DEFB103A	5.496046611	5.669581886	5.471970329	5.511132606	5.436461815	5.484872818	5.318610728	5.285518484	5.446033558	5.396439627	5.413921028	5.416459524	5.390587829
AA443439	5.169149142	5.427294519	5.317464921	5.356849904	5.502425632	5.436701033	5.249065941	5.447209155	5.556719696	5.428559159	5.450611419	5.549781556	5.27481149
BX111008	5.774211583	5.654671188	5.604755582	5.478522688	5.615266206	5.9023474	5.419173159	5.485750003	5.513097587	5.751596762	5.301851669	5.537839549	5.685471252
NUDT19	5.850481591	5.582995708	5.95604526	5.634803155	5.512257608	5.984277637	6.007620384	5.57790847	5.905066959	5.417938192	5.550549018	5.623743017	5.394467958
DHX9	7.433739439	6.722657146	6.345964833	7.484319017	6.014209112	5.964017708	6.332984094	7.294592127	7.554768359	6.993608421	5.649768647	6.867396558	6.191007091
ZNF436	6.428150415	6.501341339	6.762318873	6.949171799	6.661315314	6.769326805	6.653122125	7.257761855	6.614695338	6.810936905	6.833275675	6.920311455	7.033082368
CC2D2A	5.887851243	6.331195447	6.178116411	6.056946989	6.092900907	5.7807026	6.322134569	6.318107954	6.168871597	6.026149893	5.937130824	6.058255762	6.47002043
LGALS7	5.444938474	5.803510714	6.097143834	5.666171278	5.875620549	8.321236941	5.31544838	6.633393407	5.751895573	5.773015597	6.28815354	5.534334715	5.714539671
UBE2D2	6.038123798	6.622191784	6.339863073	5.845585374	6.081747777	5.547132232	5.580008391	5.573537284	6.213116643	5.449941588	7.10246742	5.654411143	6.443808612
CCDC158	5.294924006	5.515930421	5.042557674	5.23055225	5.249835228	5.263153248	4.936733849	5.585811645	5.160527778	5.237875852	5.589352105	5.331926714	5.201391088
HDAC2	8.777056527	9.264585776	9.320339183	9.575519321	10.77007261	10.18022072	10.40297743	10.4350141	10.8820257	9.181767536	9.590623379	9.718657724	9.490213126
CR743235	5.269735164	5.263372169	5.191606211	5.336815918	5.41931602	5.547818824	5.388322896	5.392947021	5.404313786	5.374242419	5.051269891	5.535487744	5.505298588
CCDC54	5.309721787	5.402225678	5.015063062	5.386986174	5.302202313	5.369868538	5.247386594	5.079966631	5.315341547	5.057422988	5.209530946	5.065625345	5.44572965
DA572426	6.076589264	6.515587758	6.320289873	5.920830837	5.888692248	5.941141021	5.95249685	5.806711344	5.903256929	6.231957921	6.876141485	5.670139636	6.727048494
PNLDC1	5.532342942	5.399843306	5.31099631	5.212982264	5.24355094	5.353849226	5.205805353	5.371172478	5.318290592	5.364811391	5.367641292	5.553975054	5.38232934
FBXW12	5.217846011	5.343722614	5.086800814	5.243033525	5.268837032	5.244206356	5.647357702	5.264067569	5.395838087	5.115574604	5.440527173	5.267197771	4.976090217
GJA1	8.478158698	6.821402177	8.240135959	10.32441085	10.07834462	8.936556231	7.67492286	10.28354419	9.114075942	7.04617636	7.898043245	9.468686404	6.578373679
MRPL39	9.206506858	7.37578903	7.897897834	8.053316773	8.333389901	8.099778988	8.402198642	8.730893365	8.668727752	7.261297609	6.606292787	7.816240844	7.465901185
HTR2B	5.803495672	6.350092618	6.782234143	5.936526496	6.683657353	8.032342973	5.657858443	7.464798449	5.680499291	6.767386294	5.433178572	6.376459233	6.042170218
DB343494	5.53948284	5.371470936	5.236111355	5.346749544	5.572888738	5.670420498	5.54786642	5.593056906	5.478680542	4.990083144	5.173738752	5.673726867	5.480174766
C14orf177	4.980222146	5.140307936	5.12851297	5.326686042	5.397077666	5.222859177	5.437187724	5.486580697	5.257818372	5.368683	5.177349448	5.400962656	5.176268086
FLJ44606	5.47997651	5.369964903	5.162363348	5.488843916	5.332550803	5.245733589	5.365654539	5.329622268	5.413683246	5.274502902	5.328415113	5.386508552	5.468017668
NTNG1	5.20517437	5.194160868	5.313741758	5.222328561	5.530211899	5.382125753	5.363055281	5.118433307	5.299815206	5.628182759	5.401097909	5.77495003	5.329773139
HOXD10	5.212401112	5.381041707	5.200129058	5.382786332	5.576776205	5.643791547	5.351850218	5.613915925	5.595955772	5.098405456	5.355554579	5.456408266	5.520135133
OR6C76	5.144398613	5.44671769	5.48223819	5.240079268	5.336040841	5.131727356	5.2706093	5.333501821	5.275961299	5.293369627	5.393440142	5.425016208	5.410906523
DGKA	7.3374907	7.512837039	7.389430467	6.84590577	6.438091955	6.292565726	7.183821795	6.327238095	6.159734812	6.947405021	7.233671118	7.223034289	6.738368933
COPS8	8.415378158	8.221540772	8.308850872	9.141457487	9.292834753	9.303420394	8.387935424	9.516763374	8.259091876	7.771560012	7.652163586	9.039000486	8.198481017
CK825060	5.57509076	5.330630746	5.553578851	5.19760225	5.596084482	5.41898284	5.899389989	5.527972844	5.421862312	5.480618234	5.440563717	5.515551634	5.395940072
BX115603	5.385120706	5.387499493	5.271085659	5.341809216	5.483840455	5.465948572	5.518064426	5.593755811	5.320414006	5.25150707	5.220517056	5.509481708	5.384416085
TCRBV20S1	5.271693129	5.3596143	5.346343793	5.406616598	5.287700652	5.468654618	5.46696927	5.410225122	5.241438571	5.358793234	5.177130195	5.506412196	5.908663998
AA587250	5.402797007	5.414293601	5.046977125	5.103053774	5.282928203	5.314631748	5.409663666	5.466151597	5.241606391	5.090901494	5.134650775	5.157517883	5.4073721
AI274930	5.377289247	5.468349086	5.339752593	5.469065372	5.540597547	5.316346103	5.298795983	5.472813603	5.202981281	5.796449274	5.455649956	5.337465249	5.772305533
EXOC6B	6.026001974	5.599209323	5.763174748	5.727424532	5.487538509	5.430301129	5.611006723	5.479302063	5.449838557	5.670139636	5.779213918	5.475091374	5.498816245
CYBASC3	8.227297549	8.393190789	9.175272031	8.309849123	8.528474033	8.463050871	8.981863267	8.392106562	7.448011587	8.723850179	8.077677099	8.916596254	8.592346516
BC042734	5.314958508	5.368832009	5.353215185	5.268619399	5.255806276	5.349472027	5.439348967	5.324645814	5.312741005	5.374515005	5.30977339	5.384328842	5.492938775
ERI2	5.638249184	5.498097864	5.267144308	5.97002687	5.411571885	5.258321235	5.37507041	5.749369767	5.738578035	5.705207424	5.370253062	5.514821465	5.388614024
ACTR3	7.860316383	7.196305532	7.814098699	8.925706983	8.164548996	8.557426167	8.174652217	8.869601712	8.247643796	6.824893012	6.378240149	9.288212188	7.345941745
GLB1L3	5.050232061	5.3235451	5.253603352	5.390901388	5.411676008	5.223667438	5.378305855	5.31132548	5.300446039	5.394897735	5.462485166	5.32048602	5.27812145
FAM24B	6.497378947	6.073000621	6.516356522	6.094912657	6.339408757	6.197130223	6.139373548	6.078359401	5.537794565	6.711463103	6.923489242	6.628565332	6.533998086
CCDC87	5.073388174	5.439577166	5.350167394	5.21300175	5.448694178	5.454010338	5.415117934	5.11293855	5.10416923	5.669902912	5.476758432	5.2871395	5.546721878
BC026298	5.255505562	5.190698211	5.134241583	5.134114642	4.992834134	5.328083579	5.228588796	5.520610047	5.273363121	5.255662559	5.218799763	5.273745837	5.241780141
BU561563	5.383696914	5.492343083	5.409116002	5.568966059	5.341358897	5.315243295	5.291162935	5.247893306	5.626595508	5.317729817	5.499662608	5.268081428	5.368508945
RNF113A	8.02978134	7.558465597	7.326184478	7.41571617	7.496095571	7.495887111	6.872346031	7.783983761	6.922731464	7.827922944	8.203218586	7.213923741	7.518994589
R3HCC1	7.465974341	8.454813331	7.899385605	8.100127331	7.660152718	7.937789871	7.542317017	7.958536056	8.518461419	7.913549882	8.323892602	7.765511627	8.139150945
NOP10	11.54044992	11.42253701	11.23601624	10.90511879	12.05734263	11.37237751	11.55437667	11.62450268	11.34274232	11.57304932	10.08993472	11.85396927	10.13182994
MRAS	6.481526749	5.936161176	6.313338323	5.679321506	5.671500233	5.94787943	7.851993574	6.494325053	5.823947267	6.128874657	5.603574405	7.478649968	5.893163631
BRPF1	8.982787683	10.10899328	9.900066927	9.133554716	9.435845427	10.85416223	9.585343293	9.417582865	9.254393789	9.323164712	10.47014606	9.939898249	9.759732697
COMT	11.32222962	10.60884465	11.40522436	10.07618862	10.30882488	11.51308249	10.98165731	9.875592668	10.61164808	11.55015668	10.61493667	10.7910614	10.28566022
PLSCR3	9.8460154	9.69210689	10.30022426	9.409350962	9.692728986	10.07293167	9.864087302	9.979179244	9.355990701	9.744106162	10.16947664	10.45573456	9.221996998
MUC13	5.521031445	5.642871289	5.378530686	5.399381418	5.250915942	5.214222894	5.393956055	5.436426567	5.648853508	5.17270036	5.599335849	5.335049917	5.65340729
BG403648	5.438659054	5.600805413	5.544510563	5.537382714	5.353427456	5.526206277	5.879148498	5.553470278	5.487179091	5.611495269	5.710959915	5.433277593	5.497845994
AKR1CL1	5.165539227	5.456591288	5.419111542	5.439356118	5.430497662	5.379030549	5.30247731	5.198612256	5.260816449	5.304247197	5.759226212	5.348383281	5.399295241
BG184188	5.410939388	5.210930688	5.521002234	5.266989783	5.01258328	5.267442679	5.131629131	5.255519352	5.168323622	5.67570566	5.385134053	5.222064931	5.529079862
CHRFAM7A	5.449743272	5.437922827	5.321706414	5.407144035	5.192510843	5.485488883	5.423011422	5.453832883	5.669516485	5.396996862	5.223169201	5.536774998	5.494591258
BEST2	5.151442397	5.457314644	5.181005568	5.448568112	5.601223301	5.214982158	5.407004517	5.421640395	5.329169912	5.31667722	5.340607628	5.425421769	5.501093335
AI352411	5.591552276	5.300940217	5.27636604	5.319719427	5.284909928	5.445890152	5.392617125	5.092660488	5.472767376	5.700304542	5.582175152	5.259897812	5.362561469
DDX52	7.166823266	7.71015077	7.295885763	8.074236366	7.557088735	7.50000623	7.629702054	7.856467485	8.196069631	8.47915064	7.238802123	7.723388708	7.478201953
GGT1	8.434354359	5.46245814	5.802473069	6.195635121	5.542471056	6.198761786	5.939410625	5.493104386	7.181018708	7.940618821	6.465619879	5.531092213	5.468485384
AW148686	5.494017703	5.333820752	5.158189873	5.67371038	5.654679928	5.391835456	5.756649189	5.460169753	5.539250491	5.598387266	5.214934922	5.63977671	5.355861102
TIPIN	5.866699193	5.499091383	5.715613742	5.927518728	6.382200169	5.814364314	6.346281855	5.981458437	7.051120917	5.696394357	5.290604012	5.89407717	5.677100962
PREP	6.77261933	7.599822692	7.586774667	7.051132557	7.341386487	6.869602049	8.256574737	7.34082965	7.66040643	7.806514766	7.788030057	7.75394799	7.891236977
SELL	7.898409299	7.140527555	8.184917533	6.596203993	6.968386967	6.455782661	6.076163958	6.736574904	5.562236512	7.210734889	5.639696451	7.057100276	5.916786131
ACVR1	8.174945493	8.347608059	8.930214558	8.702118947	9.244770085	9.174555337	10.22417629	9.458640499	9.76368168	8.588636076	8.418506226	9.146338097	8.975663822
CP	5.341357182	5.49099987	5.211916092	5.816456153	5.573567304	5.319581573	8.543773621	6.580928816	6.158708246	6.659488032	5.426830524	5.385837522	5.416590114
AW664841	5.188251913	5.324975309	5.347725837	5.227433861	5.071032523	5.095439175	5.355687415	5.080743678	5.359432413	5.044075612	5.20281557	5.19816361	5.282110438
SIPA1L1	5.946850587	5.771979966	5.7802042	5.761261891	5.955686179	5.899723532	6.069377949	5.865583376	6.039647475	5.568213452	6.023491319	5.908111671	5.945648953
BQ189258	5.371688552	5.374127774	5.243675539	5.228376037	5.865324299	5.514131282	5.665498281	5.702950165	5.470674646	5.27728713	5.32075591	5.580108463	5.300864985
BC090855	5.260045603	5.377690547	5.450877297	5.432427937	5.139942842	5.476187825	5.144455557	5.407908101	5.128260906	5.160135536	5.341781236	5.482444042	5.372160158
AI222174	5.776154084	5.489020742	5.582776685	5.315837507	5.656846027	5.532496968	5.604929531	5.224447668	5.583562897	5.60101011	6.007680605	5.422929733	5.789962587
SCGB1D1	5.556716856	5.603671916	5.665595096	5.691304862	5.458067261	5.86108573	5.841712801	5.611343932	6.74992402	5.518430334	6.028314301	5.786071279	5.789166525
PHF14	7.646977819	7.437239515	6.951665028	8.211381322	7.905525099	7.16849929	7.681830472	8.076452295	7.694830333	6.684395323	7.280925917	6.816157507	7.681095733
RRAGB	7.680468819	7.558130091	7.253002231	7.827602914	7.790128091	7.876569612	7.193638634	7.746048445	6.609095243	7.40760689	7.733957982	7.471737773	7.774017813
BG212295	5.655119342	5.423085653	5.275253557	5.464969134	5.349079883	5.153022832	5.27492983	5.41510001	5.398224697	5.310535657	5.215766178	5.37651984	5.174710831
PHOX2B	5.475717847	5.319129311	5.178549949	5.314822507	5.455695127	5.251064015	5.400425353	4.956240431	5.574195253	5.490520569	5.194013772	5.488313993	5.227994728
CUX1	6.951246419	7.178032994	7.465074053	7.346184869	6.5063242	7.081733399	6.690241659	6.770344159	8.140273711	7.049335771	8.74336346	7.37851579	7.618366946
RC3H1	5.372800238	5.511483287	5.410934335	5.585220692	5.03977608	5.419895439	5.713680905	5.309344571	5.517415726	5.055799112	6.021933377	5.481098108	6.022830284
COBRA1	8.360928689	9.364789879	8.197628966	8.105603172	8.214963035	8.982981412	8.118709032	8.373931138	8.934785351	8.992805119	8.850408541	8.564235932	8.498288678
AI288441	5.556713876	5.174731532	5.33702276	5.381590736	5.500988777	5.347498305	5.283961256	5.256537201	5.354710074	5.523961647	5.143076548	5.411930774	5.244422535
STAT5B	7.278540276	7.758286482	7.881899656	7.02550614	7.157382987	7.024635619	6.559998712	7.585468777	6.789818437	7.18676902	7.969488272	7.231985062	7.0436482
DB341552	5.419811232	5.52500629	5.632259254	5.221264422	5.437208658	5.631736381	5.557741808	5.456672912	5.544999581	5.533894175	5.518288896	5.475196574	5.586139971
