patient	MB-0395	MB-4716	MB-5408	MB-3371	MB-2953	MB-2513	MB-3706	MB-2616	MB-3363	MB-7250	MB-4836	MB-2643	MB-6346
category	diespre60	aliveafter72	aliveafter72	aliveafter72	diespre60	diespre60	diespre60	aliveafter72	diespre60	diespre60	diespre60	diespre60	aliveafter72
CGB1	5.35110497	5.536179797	5.418213773	5.652144923	5.578150453	5.655016723	5.509462109	5.388545206	5.268337966	5.415380231	5.727537327	5.494104504	5.363631603
DB311019	5.51488607	5.163739613	5.199431325	5.411676428	5.291978127	5.371397397	5.348694533	5.376869489	5.373372985	5.494307557	5.375197682	5.426384561	5.457537027
RIMKLA	5.745912863	5.647851947	6.183943195	5.278858496	5.511502456	5.643513899	5.736372286	5.748502078	5.862106226	5.915114665	5.646182708	5.592069838	7.043244221
PTGS1	5.76678798	5.447648315	5.334349153	5.68353847	5.516667365	5.383157903	5.697684879	5.606250014	6.370612627	5.49662518	5.523501497	5.962301202	5.299815206
SSBP4	7.306539829	7.980536373	7.51669567	7.750876503	8.021737328	7.710250188	7.072428878	7.537564404	8.041664343	7.659091726	8.649170398	7.909432252	8.344760747
AA601337	5.410195836	5.07895364	5.409448636	5.403846028	5.136598412	5.247250267	5.301336305	5.210340241	5.359608017	5.533937277	5.308076012	5.350814705	5.339230331
COL24A1	6.181985846	5.941735052	6.103164589	5.987516357	5.647826161	5.788281131	5.592289068	5.776910877	5.420018793	6.488135566	7.356204465	6.139767849	5.695500093
BI832237	5.548553166	5.58349845	5.637775208	5.380588379	5.410423176	5.414821113	5.199308833	5.386783522	5.486999944	5.627805775	5.43101668	5.438555623	5.559086779
AA405982	5.368651163	5.3692676	5.422709602	5.29273388	5.381095381	5.530174079	5.413519412	5.469526884	5.36472376	5.588799655	5.460448566	5.34360196	5.389660111
ZNF185	7.939059477	8.013238648	7.875671147	8.005754702	7.211673016	9.008044325	7.461610572	7.536104932	7.505867632	7.748530178	7.500801256	7.704252785	6.671205507
AK093193	5.472026532	5.511636231	5.531320675	5.506038199	5.365563556	5.366467415	5.485136072	5.386229529	5.366996408	5.454361495	5.344070869	5.460696424	5.32190886
ANAPC10	8.251568839	7.564151355	7.651890489	7.737902126	8.604974014	8.538099355	8.143576597	8.720254218	8.044204948	7.570888132	6.937689114	7.737464399	7.308576069
CACNA2D1	5.382413777	5.346513955	5.448888331	5.587174372	5.403630032	5.253543309	5.400954253	5.490918519	5.357372055	5.288775537	5.478803483	5.409064411	5.461607323
C10orf27	5.22615714	5.388921684	5.645757361	5.447154184	5.557884297	5.443906365	5.235913998	5.208431973	5.509919342	5.504506155	5.679475805	5.428441645	5.534233897
DARS	10.46420244	11.73280901	11.14419546	11.31553053	11.31117296	10.86116028	11.29946498	11.56194574	11.69208006	11.16514234	11.87854384	11.06437069	11.14948794
CX782721	5.510116058	5.507446048	5.46797149	5.388259803	5.332772841	5.409277648	5.234114777	5.49886664	5.481247722	5.332485413	5.442831223	5.206633528	5.598071
LHFPL1	5.406565714	5.673091631	5.470795442	5.777376009	5.575889606	5.582514846	6.232873653	5.797615542	5.669018047	5.418284153	5.648557573	5.585999478	5.760253221
PER1	5.484974916	5.503628656	5.439419498	5.545062935	5.389099273	5.642785428	5.270809513	5.465136598	5.656414339	5.33255843	5.697651306	5.869687178	5.752525641
GKAP1	5.698267642	5.46437432	5.324033481	5.905592365	5.811052565	5.957812793	5.411262606	5.932254924	6.177552379	5.344034748	5.647185153	5.420957164	5.831221477
SPTLC2	7.023299017	6.734672312	6.759145074	7.34180165	6.21490963	6.53078577	6.124675096	6.438447249	6.727403936	6.623707598	6.056625222	6.312786556	6.566914999
FRMD3	5.98424191	6.528382308	6.05302714	5.750924569	5.896291852	6.002907282	8.018476246	6.224515655	5.756034278	5.624518455	7.246168426	6.179932493	5.863579566
GDPD4	5.591417222	5.741481843	5.534674897	5.579277279	5.309008064	5.626909793	5.890594224	5.523375078	5.593021737	5.300403841	5.875926676	5.596582967	5.463798599
PLEKHA3	6.963534254	6.21973915	6.602173813	6.848976993	6.327533024	6.28649083	6.711255117	7.041517738	6.727328232	5.984739069	5.858356526	6.428816848	6.041871684
ZNF358	8.881514926	9.034880551	8.486586264	8.995829537	8.008573311	8.609259971	9.18118866	8.989028805	9.234833739	8.158379571	9.174662208	8.797748468	8.752831763
CNR2	5.42040247	5.454486566	5.369038488	5.46431891	5.328322065	5.497673241	5.476984883	5.250251712	5.477774188	5.461513041	5.573273397	5.543905719	5.149679913
SNAR-A3	12.19714651	6.050021544	8.471438265	6.416893462	8.718459009	9.128934068	8.942094655	6.351748901	13.05066641	10.95962356	8.825192489	7.280445778	6.517045963
MTNR1A	5.310811984	5.518899293	5.58630029	5.342881705	5.50244522	5.156758425	5.4799309	5.430022763	5.283818599	5.43202912	5.437163421	5.497508319	5.427702609
PEX3	5.283119914	5.222176316	5.207537689	5.46937248	5.319509514	5.579234143	5.235142466	5.567162894	5.374750719	5.495216841	5.348383281	5.487733936	5.259634676
AA564203	5.274384034	5.326229299	5.59909112	5.19022162	5.264377868	5.386974321	5.310163562	5.213612255	5.272119852	5.481393709	5.455750777	5.226901421	5.304287052
TRAPPC6A	6.743853929	7.171914659	6.782142384	7.739866069	7.019355403	7.346374975	7.314085388	7.140405727	6.725959249	7.353947125	7.415712835	6.716487989	7.168683198
AW772570	5.174760033	5.278598599	5.394348422	5.293039712	5.253374102	5.132525535	5.36366218	5.380683043	4.969234596	5.421057685	5.496937656	5.424468384	5.37492159
OTOS	5.415162865	5.344274629	5.266503953	5.324470272	5.120764555	5.143720204	5.367518914	5.393092874	5.311330747	5.158005174	5.318624849	5.27929565	5.186165493
CYorf15A	5.617753886	5.443229334	5.483522702	5.590150452	5.729871909	5.380571267	5.472657604	5.443127651	5.660253641	5.280626596	5.714354742	5.263102601	5.280442519
CRYBA4	5.524633603	5.517735808	5.299382	5.505019487	5.37117208	5.389083387	5.561056061	5.278085935	5.360651614	5.406047353	5.196632046	5.258706195	5.550270934
AF070571	5.651719923	5.41866414	5.557502562	5.477327466	5.314726124	5.546442752	5.411936226	5.439304748	5.429173095	5.62712634	6.031498637	5.428373862	5.351166137
HNRNPUL2	7.283894391	8.403593968	7.444979749	8.065261816	7.992668708	7.687101195	8.305262024	7.711117241	7.996172582	7.768521239	8.199935015	7.83648937	7.6757234
STMN4	5.308361674	5.522250411	5.445816239	5.34778768	5.246465242	5.192187995	5.317763506	5.619250257	5.332184761	5.199351312	5.146529705	5.500476614	5.057819488
SLC9A6	6.367422855	6.701080524	7.296843966	6.233136014	6.843125069	6.814689777	7.221621586	6.826571764	6.860457474	7.293570612	6.980904877	8.047604553	6.604745201
CLEC1B	5.199059715	5.166706745	5.282479064	5.228831377	5.354614665	5.149787623	5.255010881	5.33992484	5.266906451	5.489311433	5.125594442	5.263614771	5.294528824
HSP90AB6P	5.380026692	5.561703288	5.500881828	5.209152749	5.402042034	5.399085354	5.449232072	5.373463442	5.447022577	5.435373377	5.56096526	5.515633575	5.210485966
PTCHD1	5.724442341	5.21259425	5.383499418	5.302144892	5.394952231	5.453226318	5.088296457	5.590940523	5.210542292	5.480017858	5.937141602	5.344066014	5.388601892
AW207549	5.397583521	5.417734466	5.576851155	5.444446052	5.501131111	5.416806928	5.169879883	5.316371118	5.349257626	5.444870909	5.615022262	5.426124752	5.558179678
HLA-DQB1	7.409195948	8.023234945	7.946148705	5.938714768	7.784789313	8.040984266	7.801937238	7.873014743	5.816783489	9.125519188	6.072584269	6.128619669	5.646754625
RPL12	13.52294881	13.69116532	13.18938889	13.60762485	14.45282931	13.30530838	12.91982814	14.46978309	13.12896091	13.22809783	11.56959178	13.04984366	12.73018148
TKT	8.62244199	8.597744891	9.469248727	9.036240579	8.572031917	8.281477913	10.08087864	8.695329533	9.815311666	8.941963267	9.173629179	9.646726907	7.953243218
AI220107	5.448110916	5.435574564	5.389195239	5.272025465	5.195632299	5.306010811	5.182278454	5.201060494	5.150264594	5.372618309	5.610459637	5.315105002	5.595783347
ZNF354B	5.298017958	5.123518087	5.406062487	5.491890961	5.39035241	5.348628275	5.389920224	5.340886334	5.349161943	5.19373799	5.418850886	5.381373998	5.356592912
TCRA	8.173289517	7.893814832	9.173479638	8.004965132	7.261178898	7.53157466	6.798965982	8.408928741	7.914968631	8.45763659	5.668999221	7.499137817	5.966390925
GRAMD1C	5.496878381	5.793456522	5.743366583	5.883166255	5.375116906	5.566872873	5.47933574	6.034829303	5.694874577	5.823510017	5.713905955	5.488749775	5.633823946
BX102680	5.418097729	5.312070041	5.282491746	5.235370023	5.50319453	5.414482778	5.466391496	5.327224008	5.147952314	5.369608569	5.306578689	5.149641622	5.330889384
C2orf43	6.584262503	7.05465308	7.140383208	6.615591013	6.413577401	6.614293797	6.886830091	6.226278865	6.724322467	6.973184992	6.912935626	6.92078589	7.131864231
NINJ2	7.746903477	8.373365841	8.524865592	8.337823976	9.494229889	9.013633605	8.811607672	8.433005604	6.540679718	8.811466344	8.121880595	8.058486971	7.915155582
BX089000	5.365395401	5.382930128	5.392212081	5.271751142	5.467551516	5.447261883	5.452505964	5.357346169	5.303081655	5.506384289	5.315006067	5.349633673	5.675495133
BU626566	5.408775853	5.323188226	5.373130033	5.419090911	5.290083018	5.154146812	5.363686371	5.4487066	5.288111347	5.496353981	5.244130697	5.19231264	5.490895424
GAS8	7.922373248	7.203818541	7.434095646	7.943745619	6.712866421	8.20680009	7.512941727	7.012631568	7.50304554	7.732927725	8.292373629	6.462278387	7.504935944
SMARCA4	10.3305535	9.880964783	9.289757428	10.26775304	10.17531313	9.689269379	9.246242633	9.059897996	10.4926186	9.570582128	9.868027964	8.982071103	9.750207966
DB336686	5.362015181	5.309675203	5.416723468	5.424731019	5.421531572	5.250040026	5.46201782	5.386956365	5.371440796	5.33014798	5.197679644	5.394258697	5.47829036
CHRM3	5.504253015	5.689192644	5.45168306	5.510183538	5.53527931	5.521653958	5.997447628	5.707930706	7.32329919	6.091485648	6.720918519	5.564152828	5.519430506
C6orf122	5.766555481	5.309910426	5.445728061	5.306684528	5.433060674	5.252047227	5.60304192	5.572550281	5.583351702	5.421357538	5.655507403	5.387474293	5.274030245
AK095100	5.380411004	5.199913787	5.586714639	5.245950462	5.448305062	5.690499224	5.363119006	5.388215809	5.362076493	5.407347501	5.368122257	5.382279423	5.477159751
OR4F6	5.396812878	5.15738189	5.555525643	5.242810306	5.467805737	5.265743407	5.354548727	5.545951851	5.290570906	5.533279268	5.375130573	5.276526844	5.312062123
FAM46C	8.719331786	9.545319315	10.12582286	9.360071126	8.069570353	9.013499434	7.656088006	8.770911018	8.227151937	9.84292636	8.869581524	6.639013019	8.916596254
LOC100127910	5.386648739	5.492653921	5.464359222	5.549330596	5.203405211	5.453739744	5.499919546	5.53812011	5.5344478	5.556885847	5.530995951	5.56174993	5.624324992
DKFZp434F1622	5.175906323	5.444761869	5.353675872	5.342929161	5.342438516	5.363247849	5.138008999	5.362190334	5.466025702	5.417155237	5.348032023	5.388447824	5.356220381
GPR1	5.449957105	5.706441996	5.523371489	5.8024854	5.669400734	5.627601028	5.822677621	5.635538129	5.402407178	5.601995258	5.334075885	5.903801843	5.710959915
RIC8A	8.746745072	8.833194274	9.020674358	9.206163067	8.789971043	9.124053129	8.777354852	9.370830638	9.422677502	9.052195696	9.213641222	9.343514493	9.482621742
SLC25A32	5.369202419	5.422130034	5.148853637	5.380104691	5.594558189	5.407640482	5.492973489	5.613575967	5.505253718	5.585286652	5.077774982	5.557654566	5.278844936
DUSP1	11.58165326	10.04413257	10.31107798	10.32183044	10.61835104	11.6715436	9.012331935	11.83490197	8.657601194	10.20391386	10.35760369	11.8907851	9.328939407
SRP54	8.814163596	9.241546319	9.454514403	10.03552949	9.644599003	9.271496169	9.645463128	9.783706298	9.956698653	10.36267794	8.550719635	9.488917589	9.522032677
OGFR	7.817654374	8.366288741	8.120056802	7.391027009	7.66679015	7.32408232	7.77091899	7.396314888	8.09473685	7.958625037	8.549355948	8.038340224	8.416547776
BC141517	9.168072582	7.344992049	6.073339467	5.810876222	5.904845946	5.601008015	5.428501696	6.309034122	5.375406796	8.015200406	5.404871151	5.519472906	5.540274994
NAP1L5	6.265350164	6.174541209	6.390819984	6.03477017	6.787115325	7.285225302	7.607939477	7.303584272	6.385408264	6.43985874	6.682252184	6.527625432	6.710737022
BC040898	5.269048359	5.28586197	5.276742531	5.455190274	5.446423991	5.385287085	5.086951108	5.233574466	5.444447817	5.268534784	5.223629102	5.312008266	5.227546005
RNASE10	5.804750747	5.824707762	5.893475714	5.458820161	5.798077842	5.806954811	5.901653036	5.578768518	5.959086231	5.956461638	6.147878618	5.730950982	5.791283318
ST7	7.313421084	7.322017138	7.011675327	7.508650819	7.347704238	7.314601266	6.966440835	7.398236914	7.433510078	7.142039495	6.694596699	7.04454667	7.640774682
SERPINB4	5.464878682	5.113178888	5.465292116	5.300070161	5.299095823	5.108644022	5.186314353	5.147882205	5.32247673	5.253645411	5.246343251	5.092381796	5.010784394
LOC389300	5.379647398	5.566688492	5.583012795	5.445326296	5.597335395	5.633649877	5.403001683	5.528879465	5.556980548	5.461891624	5.737592713	5.625620693	5.523501497
LOC643623	5.566286874	5.568231305	5.438343604	5.461382096	5.680333329	5.483204625	5.437068538	5.554314303	5.389007844	5.366640442	5.267207057	5.578911986	5.416526819
MEX3C	6.54488738	6.830166862	7.192369908	7.768469901	7.310539943	7.242189016	7.405503227	7.774317885	7.422915405	6.581164567	6.895420841	7.325508074	7.00397448
PDCD2	8.451641478	8.105399871	8.754265154	7.880265335	9.065715796	8.514595122	8.693618301	8.878617701	8.282100312	8.810892288	7.457850589	8.322347048	8.284416909
C1orf180	5.526740686	5.198604885	5.363608123	5.412587694	5.244218075	5.37659276	5.31562675	5.177958613	5.253645411	5.180877809	5.437840678	5.169797856	5.376180683
MYBPH	5.553759653	5.794276849	5.776004028	5.827133378	6.05728652	5.609195301	5.724581145	5.49249716	5.430718047	5.734993654	5.586521269	5.740439857	6.58662293
ZNF516	5.546615558	6.356898017	5.698691825	5.830919562	5.591302642	5.381481529	5.636062764	5.550076676	5.613882682	5.453491503	6.289919017	5.552618263	6.230470243
CB160856	5.320430907	5.459980132	5.355226256	5.439118437	5.277646803	5.350556728	5.398838542	5.301266604	5.742658525	5.360959978	5.73010394	5.635051643	5.761863476
RASIP1	8.815566605	7.686955976	7.725000773	6.520631596	7.236600206	7.62147967	8.509207763	8.005579816	6.7010313	6.863433105	8.851206363	8.122455256	6.478749512
LOC340074	5.456420486	5.433120346	5.38644208	5.275045285	5.254928921	5.255351415	5.397417681	5.363986598	5.407437832	5.431625618	5.531768914	5.27849414	5.418404739
ZSCAN5B	5.372395055	5.378262456	5.423240621	5.304998798	5.24881168	5.292730957	5.325564576	5.3845105	5.167581544	5.623996905	5.483333031	5.308727616	5.388849273
AI971367	5.541962316	5.562570737	5.319945548	5.333723993	5.601375224	5.389946872	5.299824291	5.395856748	5.409256326	5.700273852	5.868796864	5.318759319	5.585804453
SYCE2	5.816714644	5.302880396	5.389218541	5.589219477	5.45727518	5.693538978	5.346967368	5.33159563	5.564893262	5.320090853	5.372275374	5.492105579	5.456583403
SPACA1	5.638172239	5.509638269	5.515672931	5.5419546	5.47883751	5.464166183	5.570921552	5.581453518	5.520963362	5.510639232	5.489233744	5.4138535	5.41043646
AI970822	5.612329301	5.605485418	5.556274057	5.418843254	5.475692437	5.50610205	5.310600611	5.54308214	5.386386602	5.544990566	5.747544194	5.524863702	5.576324708
METTL3	8.757642828	8.375088248	7.859402414	8.500932994	8.361928287	7.763582939	8.016127516	8.462390425	8.698335288	8.411298279	8.730748033	8.39146412	8.064763694
CASKIN1	5.386610891	5.167179397	5.232778944	5.321396761	5.475707467	5.576657296	5.647619182	5.333941252	5.487217924	5.346859547	5.416590114	5.55513098	5.368233627
ATP4B	5.42377448	5.429496332	5.462194198	5.377609081	5.596559084	5.345799249	5.662517366	5.536524832	5.490068894	5.319128038	5.540274941	5.498891614	5.232100687
ZSWIM2	5.317410393	5.397334075	5.387330838	5.385017511	5.37187107	5.434516356	5.390423802	5.271751526	4.992150781	5.541617159	5.64182482	5.252163624	5.257030496
ATP6V1E1	10.65173093	11.22837642	10.62517406	9.671547617	10.44139202	10.62033004	11.10610293	10.37739165	9.773456821	11.54392799	10.60072223	10.58700192	10.02922836
FOXK1	7.538975848	7.740769238	7.595193156	7.632695078	7.657797773	9.08375534	8.339537167	7.789373209	7.510015055	7.40489968	7.908225755	7.992402331	6.912536738
AW118645	5.303043188	5.381728907	5.363070431	5.274412299	5.490923323	5.522141934	5.420696464	5.428774972	5.254598471	5.424267735	5.497732032	5.513624962	5.36844122
FLJ43763	5.366245488	5.416468425	5.362893729	5.164082134	5.200335756	5.35251687	5.171272796	5.151147791	5.438443417	5.391668903	5.272144199	5.275970607	5.461405711
MFN1	6.645138601	5.916894372	6.21965858	6.46188039	6.190295842	5.579505365	5.861634306	6.262538031	6.096397702	6.188381899	5.768260179	6.441129524	6.029210801
ARRB1	7.500721573	7.796503157	8.151539643	6.822456138	6.831598881	8.161279308	6.965790221	7.379671878	5.624713549	7.633726358	9.85808946	8.71459642	6.50861502
TAC1	5.159623463	5.405498969	5.14536709	5.147380533	5.483096576	5.168534524	5.555075803	5.788996229	5.107832421	5.225052823	5.381430468	5.518074003	5.63678476
FAM82A1	5.361513804	5.721220174	5.601378602	5.345319076	5.700150846	5.464240334	5.370819456	5.452240959	5.335274489	5.282648854	5.484547944	5.444460537	5.394665672
AW573061	5.359760593	5.450719963	5.447492066	5.351052933	5.350940244	5.422119824	5.510651968	5.49803576	5.65297145	5.423897836	5.4166909	5.343710099	5.646466126
KIAA2026	6.772338038	7.190412973	6.801769317	6.555610711	6.123347637	6.684784431	6.727571356	6.526548448	6.465766334	6.558878984	7.162782703	6.703892788	7.143560332
ZNF761	6.421935648	5.932782991	6.024217724	6.958213636	6.13303359	6.19757097	6.115575831	6.970256633	6.621416377	6.153545756	6.70017467	7.087949327	5.980729509
AI344125	5.555425855	5.373164548	5.298765629	5.187913579	5.36649296	5.325033739	5.245059512	5.365927676	5.296310736	5.441746408	5.292557769	5.243960355	5.427567637
CA398166	5.36817961	5.278799717	5.272345479	5.469120103	5.46520827	5.206215902	5.424671361	5.102547411	5.143014851	5.051269891	5.47227775	5.319779162	5.342057844
IER3IP1	7.20428132	7.121839549	6.946267858	8.926449961	7.72309552	7.894317641	7.625417974	8.725105537	8.614510723	6.945421644	6.787009572	8.153423794	7.792410976
PYCARD	9.641866516	9.956296448	10.06592056	10.58421084	9.910937371	9.162401665	9.316933724	9.875430218	8.370652468	10.07875408	8.125299306	10.2977418	10.2149472
DNAH2	5.839023817	5.603386765	5.656429697	6.49707325	5.650026027	5.721281109	5.410883923	5.67215909	6.005078708	6.042836342	6.20097734	5.67045544	5.39640563
BQ013048	5.27794191	5.511113638	5.43869817	5.336485223	5.389280454	5.439891787	5.423615128	5.541034999	5.432637332	5.31885832	5.520675998	5.499741722	5.457418504
HOXC4	7.701072154	8.605044927	7.510136544	7.725513639	8.393682966	7.379120761	6.623325015	6.84486532	5.799880647	7.140994772	10.18850413	7.614007844	8.107429932
CYTH1	9.05597433	9.730939865	10.16027069	9.023411263	9.506917469	9.494870043	9.117047566	8.847145073	8.741719158	9.245420097	9.497658345	10.20391386	8.963071107
LOC391722	5.451310224	5.301056444	5.369559054	5.342249243	5.200966113	5.166528201	5.216811146	5.204898568	5.439165285	5.268719608	5.341949404	5.100657488	5.385565752
AI684479	5.492509838	5.450594758	5.405617737	5.547852698	5.471900168	5.428997382	5.275658268	5.671032202	5.288198777	5.388950566	5.351307682	5.27182958	5.393506929
MYO7A	5.594760526	5.739683642	7.026227309	5.426375606	5.774677352	5.801421492	5.974242263	5.66703384	5.961106971	6.290975969	6.424667845	6.986047179	6.612213195
METTL21D	6.889950137	7.368186921	7.416641198	7.30027848	7.664686746	7.417896419	7.192041757	7.380855691	7.707536383	6.685959184	7.563774686	7.134544011	7.273563669
LHX9	5.285074214	5.236872314	5.473319692	5.305346501	5.161860478	5.287824033	5.121277793	5.30686262	5.398030467	5.6039252	5.537198883	5.333642644	5.480982739
GLOD5	5.981018039	5.608002179	5.327917622	5.920125705	5.951637367	5.565772558	6.200890975	5.725812174	5.717841163	5.539216404	5.866635861	5.565411569	5.615795219
POLR2D	7.376712838	7.203258825	7.032473112	7.178538669	7.324165558	7.001613065	7.094227357	6.887030726	7.234100163	7.210305446	6.874614395	7.138045286	6.781534811
HDGFRP2	6.700625096	7.377816338	6.678600214	7.356288137	6.277621739	6.524367524	6.598847855	6.915253173	7.343252299	7.240568122	6.611526462	7.14016855	6.778923396
ZNF611	5.432274611	5.542773987	5.382903712	5.505722234	5.348295357	5.614296762	5.337980714	5.407862529	5.55945352	5.305370077	5.347898423	5.561768989	5.450835678
AK127246	5.40670484	5.295316805	5.262615411	5.328907041	5.377356061	5.20289043	5.525843173	5.254448743	5.290917949	5.48132094	5.307589726	5.476617751	5.252687448
LOC196394	5.368153418	5.798616062	5.71679652	6.084911391	5.59790891	5.828696526	5.387537934	5.989163946	5.800263084	5.481119062	5.677207233	5.401814169	5.99757908
PPFIBP2	8.844446618	9.06623552	9.112206583	9.800333262	8.39244913	10.11284897	8.191584003	8.670719701	8.661322233	8.8246394	9.774612028	8.329625317	9.841281313
BG205446	5.394159274	5.453873392	5.495413026	5.322552361	5.385560675	5.349760012	5.435062187	5.337428629	5.424946055	5.564817316	5.247937141	5.347289241	5.446003756
TSPAN16	5.576091334	5.361650224	5.704930152	5.557617635	5.486770523	5.435101639	5.338214353	5.251071373	5.275391131	5.490178182	5.297374621	5.412447501	5.592127918
PCNA	8.855881358	8.12117266	8.491229338	9.697804655	9.716852492	9.235410388	9.34398304	9.5911143	11.11402819	7.369332497	8.360110896	9.262004268	8.687115932
AF070564	5.474233618	5.344837568	5.246931876	5.550775959	5.43699562	5.65851632	5.606820502	5.730439647	6.34666586	5.316483533	5.30478156	5.672346832	5.615273213
ADAMTS1	7.403824966	6.092827383	6.24755443	5.813951391	5.94760272	6.479919441	6.82257088	7.964553386	8.286710104	6.610498497	6.387878269	7.213286032	5.836863511
IKZF3	6.063372518	5.951825551	6.449140855	5.856764614	5.579544089	5.937879418	5.718945055	5.665002151	5.655351113	5.723437019	5.62094488	6.003913147	5.491668238
FNDC1	8.158771866	7.514057736	8.533482787	8.251140641	9.424394497	8.870739652	9.909764957	9.775988833	8.141455462	7.937045684	6.832878037	9.267625234	6.766627601
AI393622	5.543472314	6.104938193	5.364245742	5.519207903	5.167009936	5.222764094	5.455188154	5.46596789	5.193488635	5.443347346	7.226471228	5.338105065	5.488257976
AI939367	5.331522103	5.507489213	5.357926722	5.21296219	5.251689197	5.306578379	5.293377782	5.299186212	5.3394486	5.568768053	5.860968489	5.342675436	5.434798878
MTMR10	5.213914395	5.460351745	5.499137906	5.442532146	5.421938779	5.601573635	5.541478865	5.638068454	5.524049655	5.319510762	5.140638506	5.854026766	5.459502225
SEMA3A	5.933532	5.999859764	6.377250236	6.137951227	6.232158152	6.045834684	6.284940012	5.853092504	6.032880203	6.129390664	6.119357193	6.348129312	6.30518401
AW297905	5.283471043	5.280719506	5.14732017	5.235569581	5.113287333	5.182072826	5.241386739	5.009071512	5.186463813	5.200057646	4.972112003	5.304368361	5.169797856
DEFB109	5.341670602	5.312759343	5.305952329	5.499460713	5.41118871	5.332150174	5.536708185	5.412587617	5.181940311	5.464164855	5.36876192	5.377721388	5.487587424
RBBP6	6.725276633	7.57461375	6.949587032	6.453570028	7.026321953	6.765870925	6.936730215	6.81716159	7.379820242	7.142386352	7.734374343	6.666720124	7.218261186
AW118655	5.262407525	5.155400426	5.476707338	5.046148577	5.324639721	5.121616708	5.064860191	5.250966362	5.462235094	5.17665526	5.345962507	5.109760828	5.338647456
BX090635	5.248944837	5.388047935	5.235160051	5.546092238	5.519185333	5.576846763	5.580187716	5.475522877	5.281929694	5.543150324	5.449189683	5.279322888	5.397864328
KCNB1	5.311956683	5.360668036	5.586095357	5.528350705	5.315032689	5.277170945	5.57496656	5.543432345	5.439642456	5.385702499	5.752296067	5.443105168	5.130278129
AI494374	5.34910853	5.233886742	5.230076148	5.209213352	5.294056948	5.38729675	5.215471891	5.146950293	5.250968771	5.37492159	5.277843596	5.28669988	5.737373307
ADAM19	7.947169454	7.765466666	8.717968693	7.315105245	8.664916489	8.561327024	8.58632389	7.673927752	8.33472383	8.519137055	8.683025051	8.683025051	7.012824904
GTF2H5	8.892198672	9.214582982	9.306997034	9.774304303	10.44462591	10.05545238	10.00678857	10.40091553	9.481376941	9.718657724	9.211611241	9.527294322	9.741103044
BSCL2	9.297587397	10.07942855	9.771138108	10.13141479	10.28527367	9.947843669	10.25188514	9.736019679	10.09680922	10.26447498	10.86959146	9.387197779	11.06939125
BX117604	5.55346442	5.783930233	5.626859797	5.676858908	5.601812124	5.61516583	5.842774997	5.871310134	5.561554203	5.313055968	5.454707879	5.702551786	5.442899756
ABCB9	10.14667467	7.567965571	7.782829936	7.261136932	7.085774932	8.600478596	7.912016138	7.112576498	6.975254931	8.424933414	7.521239208	6.82156739	7.804191758
DGCR6	6.844554555	6.637925911	6.760277372	6.537107746	6.578268746	7.024644386	6.675889052	6.913102225	6.714911137	7.483102276	6.510416089	6.396190163	6.568284119
FYCO1	7.992860387	7.480595128	8.217243905	8.070735897	7.687786243	7.902552939	7.466806222	8.089785298	7.247896364	7.610723221	7.87015822	7.547440942	8.42718425
GAB3	5.551066076	6.024755836	6.146389346	5.599561861	5.728884929	5.766325425	5.501488985	5.478072172	5.524715958	6.323973366	6.080487636	6.578276737	5.514569583
AI041550	5.176228911	5.415113557	5.383532187	5.330784448	5.148499946	5.083315389	5.133297418	5.212951721	5.198245908	5.339159492	5.353314962	5.401633993	5.398027579
DQ587763	5.857650826	6.478263251	5.640340742	6.048030186	5.881132963	5.849906202	5.682889932	5.618635077	6.553892232	5.873718151	5.418322652	5.86928699	5.770646509
C4orf34	11.1568278	10.19392416	10.22772914	11.71875227	10.58256789	10.43140955	9.261750904	10.54003589	9.826466396	10.6952292	9.801045024	9.628813222	11.20280706
BTBD6	9.546797111	8.881678659	8.753197646	9.403020083	8.526017935	8.2003342	9.021312371	9.147949553	9.903250963	9.03393368	9.147100175	8.947992207	9.489553655
CDKL1	5.584231616	5.551892439	5.578064446	5.357027312	5.593582705	5.500123266	5.555934954	5.653633687	5.962696352	5.442638942	5.622041972	5.565407403	5.699030103
ATP5EP2	12.27024641	12.54168559	12.35049494	12.89247917	12.71811857	12.76587508	12.47984004	12.8676213	12.16951494	12.46676428	10.98257669	12.15117756	12.42037997
GAGE12B	5.39779306	5.527079454	5.602184806	5.458975454	5.169159198	5.197791229	5.321792071	5.473814656	5.560424537	5.171248413	5.399511233	5.391375629	5.229594463
GABRA1	5.128174519	5.399324311	5.292853373	5.225032993	5.34446118	5.163988394	5.215039374	5.216031207	5.42880832	5.223922319	5.650758938	5.255982799	5.353919692
CLUL1	5.439058426	5.644665268	5.402817936	6.588655214	5.77183902	5.532908727	5.834623789	5.745824988	6.262448265	5.531683793	6.299926481	5.376180683	7.449388845
ZNF529	7.068445478	7.933929499	7.947424724	7.718261906	7.81608752	8.065129881	7.911186839	7.809616168	7.886484431	6.829835585	8.546532887	7.497559054	8.194844491
DA533471	5.352358388	5.415971712	5.370255651	5.253358623	5.596833608	5.213448187	5.494842218	5.475373135	5.27728713	5.388146119	5.454019841	5.376010868	5.42216404
KRT79	5.503830317	5.618578592	5.487469151	5.297693606	5.590763926	5.359520183	5.397210542	5.198546089	5.322786155	5.659067047	5.7410981	5.507613577	5.291739646
